tx_datetime,is_turnpt,close,duration,prc_diff
2012-01-11,,7179.0,1,6.0
2012-01-12,-1.0,7185.0,1,-20.0
2012-01-13,,7165.0,3,-72.0
2012-01-16,1.0,7093.0,1,134.0
2012-01-17,-1.0,7227.0,1,-27.0
2012-01-18,,7200.0,0,0.0
2012-01-30,,7390.0,1,77.0
2012-01-31,,7467.0,1,55.0
2012-02-01,,7522.0,1,120.0
2012-02-02,-1.0,7642.0,1,0.0
2012-02-03,1.0,7642.0,1,93.0
2012-02-04,-1.0,7735.0,2,-50.0
2012-02-06,1.0,7685.0,1,37.0
2012-02-07,,7722.0,1,168.0
2012-02-08,,7890.0,1,33.0
2012-02-09,-1.0,7923.0,1,-57.0
2012-02-10,1.0,7866.0,3,41.0
2012-02-13,-1.0,7907.0,1,-33.0
2012-02-14,1.0,7874.0,1,142.0
2012-02-15,,8016.0,0,0.0
2012-02-16,,7906.0,1,26.0
2012-02-17,,7932.0,3,24.0
2012-02-20,-1.0,7956.0,1,-9.0
2012-02-21,1.0,7947.0,1,57.0
2012-02-22,-1.0,8004.0,1,-41.0
2012-02-23,,7963.0,1,-22.0
2012-02-24,1.0,7941.0,5,173.0
2012-02-29,,8114.0,1,24.0
2012-03-01,,8138.0,1,14.0
2012-03-02,-1.0,8152.0,1,-32.0
2012-03-03,,8120.0,2,-80.0
2012-03-05,,8040.0,1,-94.0
2012-03-06,,7946.0,1,-51.0
2012-03-07,1.0,7895.0,1,81.0
2012-03-08,,7976.0,1,29.0
2012-03-09,-1.0,8005.0,3,-84.0
2012-03-12,1.0,7921.0,1,112.0
2012-03-13,,8033.0,1,109.0
2012-03-14,-1.0,8142.0,1,-8.0
2012-03-15,,8134.0,1,-70.0
2012-03-16,,8064.0,3,-11.0
2012-03-19,,8053.0,1,-69.0
2012-03-20,,7984.0,1,-11.0
2012-03-21,,7973.0,0,0.0
2012-03-22,,8084.0,1,-4.0
2012-03-23,,8080.0,3,-122.0
2012-03-26,1.0,7958.0,1,52.0
2012-03-27,,8010.0,1,20.0
2012-03-28,-1.0,8030.0,1,-185.0
2012-03-29,1.0,7845.0,1,38.0
2012-03-30,-1.0,7883.0,3,-17.0
2012-04-02,,7866.0,1,-86.0
2012-04-03,,7780.0,2,-162.0
2012-04-05,1.0,7618.0,1,55.0
2012-04-06,-1.0,7673.0,3,-96.0
2012-04-09,1.0,7577.0,1,32.0
2012-04-10,,7609.0,1,32.0
2012-04-11,-1.0,7641.0,1,-5.0
2012-04-12,1.0,7636.0,1,120.0
2012-04-13,-1.0,7756.0,3,-44.0
2012-04-16,,7712.0,1,-120.0
2012-04-17,1.0,7592.0,1,4.0
2012-04-18,,7596.0,0,0.0
2012-04-19,,7614.0,1,-99.0
2012-04-20,,7515.0,3,-36.0
2012-04-23,1.0,7479.0,1,9.0
2012-04-24,,7488.0,1,51.0
2012-04-25,-1.0,7539.0,1,-46.0
2012-04-26,,7493.0,1,-47.0
2012-04-27,1.0,7446.0,3,18.0
2012-04-30,,7464.0,2,214.0
2012-05-02,-1.0,7678.0,1,-21.0
2012-05-03,1.0,7657.0,1,5.0
2012-05-04,-1.0,7662.0,3,-162.0
2012-05-07,1.0,7500.0,1,23.0
2012-05-08,-1.0,7523.0,1,-63.0
2012-05-09,1.0,7460.0,1,22.0
2012-05-10,-1.0,7482.0,1,-115.0
2012-05-11,1.0,7367.0,3,2.0
2012-05-14,,7369.0,1,16.0
2012-05-15,-1.0,7385.0,1,-141.0
2012-05-16,,7244.0,0,0.0
2012-05-17,,7316.0,1,-185.0
2012-05-18,1.0,7131.0,3,57.0
2012-05-21,,7188.0,1,49.0
2012-05-22,-1.0,7237.0,1,-100.0
2012-05-23,,7137.0,1,-6.0
2012-05-24,,7131.0,1,-75.0
2012-05-25,1.0,7056.0,3,60.0
2012-05-28,,7116.0,1,176.0
2012-05-29,-1.0,7292.0,1,-58.0
2012-05-30,,7234.0,1,-18.0
2012-05-31,,7216.0,1,-116.0
2012-06-01,,7100.0,3,-234.0
2012-06-04,1.0,6866.0,1,107.0
2012-06-05,,6973.0,1,40.0
2012-06-06,,7013.0,1,32.0
2012-06-07,-1.0,7045.0,1,-92.0
2012-06-08,1.0,6953.0,3,140.0
2012-06-11,-1.0,7093.0,1,-74.0
2012-06-12,1.0,7019.0,1,31.0
2012-06-13,,7050.0,1,17.0
2012-06-14,,7067.0,1,91.0
2012-06-15,,7158.0,3,106.0
2012-06-18,,7264.0,1,3.0
2012-06-19,-1.0,7267.0,1,-101.0
2012-06-20,,7166.0,0,0.0
2012-06-21,,7116.0,1,-78.0
2012-06-22,,7038.0,3,-90.0
2012-06-25,,6948.0,1,-9.0
2012-06-26,1.0,6939.0,1,47.0
2012-06-27,,6986.0,1,13.0
2012-06-28,,6999.0,1,115.0
2012-06-29,,7114.0,3,21.0
2012-07-02,,7135.0,1,93.0
2012-07-03,,7228.0,1,62.0
2012-07-04,,7290.0,1,8.0
2012-07-05,-1.0,7298.0,1,-25.0
2012-07-06,,7273.0,3,-37.0
2012-07-09,,7236.0,1,-57.0
2012-07-10,1.0,7179.0,1,7.0
2012-07-11,-1.0,7186.0,1,-110.0
2012-07-12,,7076.0,1,-5.0
2012-07-13,,7071.0,3,-15.0
2012-07-16,1.0,7056.0,1,54.0
2012-07-17,-1.0,7110.0,1,-225.0
2012-07-18,,6885.0,0,0.0
2012-07-19,,7025.0,1,-13.0
2012-07-20,,7012.0,3,-138.0
2012-07-23,,6874.0,1,-1.0
2012-07-24,,6873.0,1,-29.0
2012-07-25,1.0,6844.0,1,32.0
2012-07-26,,6876.0,1,155.0
2012-07-27,,7031.0,3,46.0
2012-07-30,,7077.0,1,79.0
2012-07-31,,7156.0,1,38.0
2012-08-01,-1.0,7194.0,2,-54.0
2012-08-03,1.0,7140.0,3,99.0
2012-08-06,-1.0,7239.0,1,-4.0
2012-08-07,1.0,7235.0,1,64.0
2012-08-08,,7299.0,1,142.0
2012-08-09,,7441.0,1,3.0
2012-08-10,,7444.0,3,10.0
2012-08-13,,7454.0,1,44.0
2012-08-14,-1.0,7498.0,1,-68.0
2012-08-15,,7430.0,0,0.0
2012-08-16,,7493.0,1,-21.0
2012-08-17,,7472.0,3,-31.0
2012-08-20,1.0,7441.0,1,75.0
2012-08-21,-1.0,7516.0,1,-25.0
2012-08-22,1.0,7491.0,1,23.0
2012-08-23,-1.0,7514.0,1,-26.0
2012-08-24,,7488.0,3,-34.0
2012-08-27,,7454.0,1,-54.0
2012-08-28,1.0,7400.0,1,3.0
2012-08-29,-1.0,7403.0,1,-36.0
2012-08-30,1.0,7367.0,1,16.0
2012-08-31,,7383.0,3,60.0
2012-09-03,,7443.0,1,6.0
2012-09-04,-1.0,7449.0,1,-108.0
2012-09-05,,7341.0,1,-9.0
2012-09-06,1.0,7332.0,1,88.0
2012-09-07,,7420.0,3,35.0
2012-09-10,,7455.0,1,11.0
2012-09-11,,7466.0,1,120.0
2012-09-12,-1.0,7586.0,1,-10.0
2012-09-13,1.0,7576.0,1,163.0
2012-09-14,,7739.0,3,14.0
2012-09-17,-1.0,7753.0,1,-3.0
2012-09-18,1.0,7750.0,1,41.0
2012-09-19,,7791.0,0,0.0
2012-09-20,,7749.0,1,13.0
2012-09-21,,7762.0,3,14.0
2012-09-24,-1.0,7776.0,1,-21.0
2012-09-25,,7755.0,1,-52.0
2012-09-26,1.0,7703.0,1,24.0
2012-09-27,-1.0,7727.0,1,-7.0
2012-09-28,,7720.0,3,-35.0
2012-10-01,1.0,7685.0,1,45.0
2012-10-02,-1.0,7730.0,1,-25.0
2012-10-03,1.0,7705.0,1,1.0
2012-10-04,-1.0,7706.0,1,-6.0
2012-10-05,,7700.0,3,-75.0
2012-10-08,,7625.0,1,-28.0
2012-10-09,,7597.0,2,-154.0
2012-10-11,,7443.0,1,-29.0
2012-10-12,1.0,7414.0,3,9.0
2012-10-15,,7423.0,1,35.0
2012-10-16,-1.0,7458.0,1,-26.0
2012-10-17,,7432.0,0,0.0
2012-10-18,,7452.0,1,-67.0
2012-10-19,,7385.0,3,-39.0
2012-10-22,,7346.0,1,-49.0
2012-10-23,1.0,7297.0,1,5.0
2012-10-24,-1.0,7302.0,1,-44.0
2012-10-25,,7258.0,1,-166.0
2012-10-26,1.0,7092.0,3,30.0
2012-10-29,,7122.0,1,39.0
2012-10-30,-1.0,7161.0,1,-21.0
2012-10-31,1.0,7140.0,1,32.0
2012-11-01,,7172.0,1,29.0
2012-11-02,-1.0,7201.0,3,-21.0
2012-11-05,1.0,7180.0,1,79.0
2012-11-06,-1.0,7259.0,1,-2.0
2012-11-07,,7257.0,1,-57.0
2012-11-08,1.0,7200.0,1,85.0
2012-11-09,-1.0,7285.0,3,-44.0
2012-11-12,,7241.0,1,-145.0
2012-11-13,1.0,7096.0,1,32.0
2012-11-14,-1.0,7128.0,1,-7.0
2012-11-15,,7121.0,1,-14.0
2012-11-16,1.0,7107.0,3,16.0
2012-11-19,,7123.0,1,37.0
2012-11-20,-1.0,7160.0,1,-114.0
2012-11-21,,7046.0,0,0.0
2012-11-22,,7089.0,1,233.0
2012-11-23,,7322.0,3,66.0
2012-11-26,,7388.0,1,36.0
2012-11-27,,7424.0,1,4.0
2012-11-28,,7428.0,1,97.0
2012-11-29,,7525.0,1,68.0
2012-11-30,,7593.0,3,6.0
2012-12-03,-1.0,7599.0,1,-5.0
2012-12-04,1.0,7594.0,1,59.0
2012-12-05,-1.0,7653.0,1,-13.0
2012-12-06,1.0,7640.0,1,20.0
2012-12-07,-1.0,7660.0,3,-37.0
2012-12-10,1.0,7623.0,1,15.0
2012-12-11,,7638.0,1,60.0
2012-12-12,,7698.0,1,74.0
2012-12-13,-1.0,7772.0,1,-69.0
2012-12-14,,7703.0,3,-51.0
2012-12-17,1.0,7652.0,1,3.0
2012-12-18,,7655.0,1,9.0
2012-12-19,,7664.0,0,0.0
2012-12-20,,7560.0,1,-69.0
2012-12-21,1.0,7491.0,1,34.0
2012-12-22,-1.0,7525.0,2,-7.0
2012-12-24,1.0,7518.0,1,156.0
2012-12-25,-1.0,7674.0,1,-40.0
2012-12-26,,7634.0,1,-5.0
2012-12-27,1.0,7629.0,1,46.0
2012-12-28,,7675.0,5,97.0
2013-01-02,,7772.0,1,51.0
2013-01-03,-1.0,7823.0,1,-49.0
2013-01-04,,7774.0,3,-32.0
2013-01-07,,7742.0,1,-37.0
2013-01-08,1.0,7705.0,1,35.0
2013-01-09,,7740.0,1,96.0
2013-01-10,-1.0,7836.0,1,-37.0
2013-01-11,1.0,7799.0,3,28.0
2013-01-14,-1.0,7827.0,1,-86.0
2013-01-15,,7741.0,1,-65.0
2013-01-16,,7676.0,0,0.0
2013-01-17,,7612.0,1,99.0
2013-01-18,-1.0,7711.0,3,-8.0
2013-01-21,1.0,7703.0,1,48.0
2013-01-22,-1.0,7751.0,1,-28.0
2013-01-23,,7723.0,1,-41.0
2013-01-24,,7682.0,1,-33.0
2013-01-25,1.0,7649.0,3,81.0
2013-01-28,,7730.0,1,89.0
2013-01-29,-1.0,7819.0,1,-19.0
2013-01-30,1.0,7800.0,1,48.0
2013-01-31,,7848.0,1,10.0
2013-02-01,,7858.0,3,82.0
2013-02-04,-1.0,7940.0,1,-35.0
2013-02-05,,7905.0,1,-5.0
2013-02-06,1.0,7900.0,12,35.0
2013-02-18,,7935.0,1,24.0
2013-02-19,,7959.0,1,51.0
2013-02-20,,8010.0,0,0.0
2013-02-21,,7949.0,1,2.0
2013-02-22,,7951.0,1,42.0
2013-02-23,-1.0,7993.0,2,-52.0
2013-02-25,,7941.0,1,-56.0
2013-02-26,,7885.0,1,-6.0
2013-02-27,1.0,7879.0,2,57.0
2013-03-01,-1.0,7936.0,3,-91.0
2013-03-04,1.0,7845.0,1,68.0
2013-03-05,,7913.0,1,34.0
2013-03-06,-1.0,7947.0,1,-9.0
2013-03-07,1.0,7938.0,1,70.0
2013-03-08,,8008.0,3,35.0
2013-03-11,-1.0,8043.0,1,-44.0
2013-03-12,,7999.0,1,-9.0
2013-03-13,,7990.0,1,-37.0
2013-03-14,,7953.0,1,-43.0
2013-03-15,,7910.0,3,-118.0
2013-03-18,1.0,7792.0,1,41.0
2013-03-19,-1.0,7833.0,1,-57.0
2013-03-20,,7776.0,0,0.0
2013-03-21,,7797.0,1,-21.0
2013-03-22,1.0,7776.0,3,75.0
2013-03-25,-1.0,7851.0,1,-15.0
2013-03-26,1.0,7836.0,1,24.0
2013-03-27,-1.0,7860.0,1,-18.0
2013-03-28,1.0,7842.0,1,81.0
2013-03-29,-1.0,7923.0,3,-3.0
2013-04-01,,7920.0,1,-15.0
2013-04-02,1.0,7905.0,1,29.0
2013-04-03,-1.0,7934.0,5,-195.0
2013-04-08,,7739.0,1,-30.0
2013-04-09,1.0,7709.0,1,19.0
2013-04-10,,7728.0,1,90.0
2013-04-11,-1.0,7818.0,1,-34.0
2013-04-12,,7784.0,3,-21.0
2013-04-15,1.0,7763.0,1,17.0
2013-04-16,-1.0,7780.0,1,-25.0
2013-04-17,,7755.0,0,0.0
2013-04-18,,7751.0,1,193.0
2013-04-19,,7944.0,3,9.0
2013-04-22,-1.0,7953.0,1,-25.0
2013-04-23,1.0,7928.0,1,63.0
2013-04-24,,7991.0,1,13.0
2013-04-25,-1.0,8004.0,1,-6.0
2013-04-26,1.0,7998.0,3,25.0
2013-04-29,,8023.0,1,75.0
2013-04-30,,8098.0,2,22.0
2013-05-02,,8120.0,1,20.0
2013-05-03,,8140.0,3,29.0
2013-05-06,,8169.0,1,4.0
2013-05-07,,8173.0,1,95.0
2013-05-08,,8268.0,1,45.0
2013-05-09,-1.0,8313.0,1,-1.0
2013-05-10,,8312.0,3,-52.0
2013-05-13,1.0,8260.0,1,14.0
2013-05-14,,8274.0,1,34.0
2013-05-15,,8308.0,0,0.0
2013-05-16,,8423.0,1,-20.0
2013-05-17,,8403.0,3,-17.0
2013-05-20,1.0,8386.0,1,4.0
2013-05-21,,8390.0,1,4.0
2013-05-22,-1.0,8394.0,1,-181.0
2013-05-23,1.0,8213.0,1,9.0
2013-05-24,,8222.0,3,34.0
2013-05-27,,8256.0,1,2.0
2013-05-28,,8258.0,1,54.0
2013-05-29,-1.0,8312.0,1,-81.0
2013-05-30,1.0,8231.0,1,11.0
2013-05-31,-1.0,8242.0,3,-49.0
2013-06-03,,8193.0,1,-31.0
2013-06-04,,8162.0,1,-17.0
2013-06-05,,8145.0,1,-42.0
2013-06-06,,8103.0,1,-16.0
2013-06-07,1.0,8087.0,3,60.0
2013-06-10,-1.0,8147.0,1,-19.0
2013-06-11,,8128.0,2,-195.0
2013-06-13,,7933.0,1,-13.0
2013-06-14,1.0,7920.0,3,53.0
2013-06-17,,7973.0,1,21.0
2013-06-18,-1.0,7994.0,1,-108.0
2013-06-19,,7886.0,0,0.0
2013-06-20,,7748.0,1,-90.0
2013-06-21,,7658.0,3,-28.0
2013-06-24,,7630.0,1,-24.0
2013-06-25,1.0,7606.0,1,31.0
2013-06-26,,7637.0,1,76.0
2013-06-27,,7713.0,1,115.0
2013-06-28,,7828.0,3,75.0
2013-07-01,,7903.0,1,3.0
2013-07-02,-1.0,7906.0,1,-95.0
2013-07-03,1.0,7811.0,1,33.0
2013-07-04,,7844.0,1,121.0
2013-07-05,-1.0,7965.0,3,-135.0
2013-07-08,1.0,7830.0,1,94.0
2013-07-09,,7924.0,1,37.0
2013-07-10,,7961.0,1,202.0
2013-07-11,,8163.0,1,13.0
2013-07-12,,8176.0,3,40.0
2013-07-15,,8216.0,1,14.0
2013-07-16,-1.0,8230.0,1,-89.0
2013-07-17,,8141.0,0,0.0
